userId,songId,Q1,Q2,Q3,Extraversion,sociability,assertiveness,energy_level,Agreeableness,compassion,respectfulness,trust,Conscientiousness,organization,productiveness,responsibility,Neuroticism,anxiety,depression,emotional_volatility,Openness,intellectual_curiosity,aesthetic_sensitivity,creative_imagination,rms,lowenergy,eventdensity,pulseclarity,attacktime_mean,attacktime_std,attacktime_slope,attacktime_periodentropy,attackslope_mean,attackslope_std,attackslope_slope,attackslope_periodentropy,zerocross,brightness,centroid,spread,skewness,kurtosis,flatness,mirentropy,inharmonicity,activity,valence,tension,happy,sad,tender,anger,fear
118,31340,1,1,1,3.75,3.5,3.75,4,3.833333333,4,4.5,3,4.166666667,4.5,4.25,3.75,3,3.25,2.5,3.25,3.666666667,4.25,2.5,4.25,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
160,31340,5,5,4,3.25,3,4.25,2.5,3.333333333,3.5,3.75,2.75,3.333333333,3,2.75,4.25,3.166666667,3.25,3,3.25,4.416666667,4.75,4.5,4,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
163,31340,2,1,1,3.5,3.5,3.5,3.5,2.416666667,2.25,2.75,2.25,3.583333333,4,4,2.75,3.416666667,3.75,2.25,4.25,3,4.25,1.75,3,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
250,31340,3,2,2,2.75,2,3.5,2.75,3.583333333,3.5,3.75,3.5,2.416666667,1.75,1.75,3.75,3.083333333,3.25,3.25,2.75,4.25,4.75,4.75,3.25,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
258,31340,4,4,4,2.166666667,1.5,2.75,2.25,2.25,3,2.25,1.5,2.166666667,2.25,1.5,2.75,5,5,5,5,3.666666667,3.5,4,3.5,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
267,31340,4,4,4,3.916666667,3.75,3.75,4.25,2.666666667,3,3,2,3.25,2.75,3,4,2.166666667,2.75,1.25,2.5,3.25,3.75,3.5,2.5,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
296,31340,4,4,4,3.416666667,3,3.5,3.75,4.416666667,5,4.25,4,4.833333333,5,4.5,5,1.333333333,1.75,1,1.25,3.833333333,4.25,2.5,4.75,0.2038228459,0.530334015,4.562764065,0.7590053787,0.05793103448,0.01599717818,0.09146486031,0.9707949852,6247793.061,4357143.137,0.1242305458,0.965079337,3054.064025,0.716959718,6643.411606,0.447132338,1944381792148,8.54703E+16,0.6145521944,0.9588423053,0.4998528985,19.73411107,11.1433706,5.64973911,10.50150208,0.1043903843,-4.344270718,6.506779912,3.113823539
21,22936,3,3,3,2,1.25,2,2.75,3.833333333,4.25,4.75,2.5,4.083333333,4.5,3.25,4.5,4,4,4.5,3.5,3.083333333,3.75,2.75,2.75,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
160,22936,3,2,1,3.25,3,4.25,2.5,3.333333333,3.5,3.75,2.75,3.333333333,3,2.75,4.25,3.166666667,3.25,3,3.25,4.416666667,4.75,4.5,4,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
200,22936,2,2,1,3.5,3.25,3.5,3.75,3.583333333,3.5,4,3.25,3.166666667,2.5,4,3,2.75,3.25,1.75,3.25,4.5,4.25,4.75,4.5,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
229,22936,2,2,3,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
247,22936,2,2,2,2.666666667,1.75,3.5,2.75,3.75,4.25,4.5,2.5,2.583333333,3.25,2,2.5,4.666666667,5,4.25,4.75,4.25,4.25,5,3.5,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
257,22936,4,2,3,1.416666667,1.5,1.5,1.25,3.25,2.75,4,3,2.916666667,3,2.75,3,2.333333333,1.75,3.5,1.75,3.916666667,4,3.25,4.5,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
285,22936,4,4,3,3.166666667,3,2.75,3.75,3.25,3.25,3.25,3.25,3.916666667,4.5,3.75,3.5,1.833333333,1.75,2,1.75,4.333333333,5,3,5,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
286,22936,3,4,2,2.25,1.75,2.5,2.5,3.333333333,3.5,3.5,3,3.833333333,4.5,3.5,3.5,3.666666667,4.5,3,3.5,3.833333333,4,3.5,4,0.1650329749,0.5023719165,2.97647605,0.777978105,0.0662962963,0.02869491938,-0.04331017399,0.969498592,1860891.667,1773207.294,0.03426091207,0.9634551433,1005.208921,0.4611484325,4034.545069,0.5732667385,1540557645855,4.08001E+16,0.3420351656,0.9049124361,0.47609711,13.67325551,9.3256656,5.24221539,7.69499879,1.118496501,0.4241867069,3.065456459,2.904747107
11,16329,3,3,3,3.25,4.25,2.25,3.25,4.083333333,4.5,4.25,3.5,3.25,3.5,3.25,3,3.833333333,4,3.75,3.75,4.333333333,3.75,4.75,4.5,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
43,16329,4,4,4,3.083333333,2.5,3.75,3,3.166666667,3,3.75,2.75,2.833333333,3.25,2.25,3,2.166666667,2.25,2.25,2,3.833333333,4,3.25,4.25,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
143,16329,5,5,4,2.083333333,3,1,2.25,2.916666667,4,2.5,2.25,1.75,2,1,2.25,4.833333333,5,4.75,4.75,3.916666667,4.25,4.25,3.25,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
175,16329,2,2,2,2.416666667,2.25,3,2,2.75,2.75,3.25,2.25,2.5,2.75,1.75,3,1.75,1.5,2.25,1.5,2.083333333,2.5,1.75,2,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
230,16329,1,1,1,3.333333333,3.5,3.5,3,4.166666667,5,4.75,2.75,4.416666667,5,4.5,3.75,2.833333333,3.5,3,2,4.083333333,4,5,3.25,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
255,16329,4,3,3,3.833333333,4.75,3.25,3.5,4,3.5,4,4.5,3.666666667,3.75,4.25,3,2.416666667,2.5,1.25,3.5,4.5,4.25,4.75,4.5,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
256,16329,4,4,3,3.416666667,2.75,3.5,4,3.666666667,3.5,4.25,3.25,3.416666667,3.75,3.5,3,3.5,3.75,3,3.75,4.916666667,5,4.75,5,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
278,16329,5,5,4,2.5,2,2.5,3,3.666666667,4.25,3.5,3.25,2.333333333,2,2.25,2.75,4.583333333,5,4.25,4.5,4.5,4.75,4.5,4.25,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
287,16329,4,4,4,1.916666667,1.5,1.75,2.5,4.25,5,5,2.75,4.166666667,4.5,3.75,4.25,3.333333333,3.5,3,3.5,3.916666667,4.5,3.5,3.75,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
300,16329,1,1,1,2.666666667,1.5,4,2.5,3.833333333,4.75,4.75,2,3.5,2.5,3.75,4.25,3.75,4.25,3.25,3.75,4.333333333,5,3,5,0.2251005352,0.4885764499,2.264455112,0.6571197411,0.06851351351,0.02078694019,-0.007123941737,0.9682917854,4082080.734,2770483.733,-0.0160022263,0.9655090455,2181.784725,0.6642850913,5164.280868,0.3797766409,3782968854727,1.56333E+17,0.4902337149,0.946867339,0.4875748565,16.44199518,8.647517041,7.226946626,7.478956934,0.1747333129,-2.555293383,5.283896539,3.178166758
123,22039,5,4,4,2.083333333,2,1.75,2.5,2.916666667,3.25,2.25,3.25,2.083333333,2.75,2,1.5,4.583333333,5,4.25,4.5,3.916666667,3.75,4.25,3.75,0.1771079258,0.5581395349,2.19372169,0.7476460058,0.06165876777,0.01777095427,-0.1445447344,0.9621447449,2729514.645,2615481.961,0.04902924227,0.9557789876,1064.387097,0.5316841216,4335.463594,0.873700123,330435648138,5.6901E+15,0.3886755937,0.9119779245,0.4492217304,12.15854481,8.86978398,5.78455719,6.10559653,1.976736459,0.327857009,2.916061902,2.727464061
140,22039,5,4,4,3.333333333,3.75,2.25,4,3.25,3.25,3.75,2.75,2.583333333,2.25,2.75,2.75,3.333333333,3.25,2.75,4,3.083333333,3.75,2.5,3,0.1771079258,0.5581395349,2.19372169,0.7476460058,0.06165876777,0.01777095427,-0.1445447344,0.9621447449,2729514.645,2615481.961,0.04902924227,0.9557789876,1064.387097,0.5316841216,4335.463594,0.873700123,330435648138,5.6901E+15,0.3886755937,0.9119779245,0.4492217304,12.15854481,8.86978398,5.78455719,6.10559653,1.976736459,0.327857009,2.916061902,2.727464061
141,22039,2,1,3,1.916666667,1.5,2.25,2,3.083333333,3.75,3.25,2.25,3.583333333,4.25,2.5,4,1.916666667,2.25,2.25,1.25,2.833333333,3.5,1.5,3.5,0.1771079258,0.5581395349,2.19372169,0.7476460058,0.06165876777,0.01777095427,-0.1445447344,0.9621447449,2729514.645,2615481.961,0.04902924227,0.9557789876,1064.387097,0.5316841216,4335.463594,0.873700123,330435648138,5.6901E+15,0.3886755937,0.9119779245,0.4492217304,12.15854481,8.86978398,5.78455719,6.10559653,1.976736459,0.327857009,2.916061902,2.727464061
287,22039,1,1,1,1.916666667,1.5,1.75,2.5,4.25,5,5,2.75,4.166666667,4.5,3.75,4.25,3.333333333,3.5,3,3.5,3.916666667,4.5,3.5,3.75,0.1771079258,0.5581395349,2.19372169,0.7476460058,0.06165876777,0.01777095427,-0.1445447344,0.9621447449,2729514.645,2615481.961,0.04902924227,0.9557789876,1064.387097,0.5316841216,4335.463594,0.873700123,330435648138,5.6901E+15,0.3886755937,0.9119779245,0.4492217304,12.15854481,8.86978398,5.78455719,6.10559653,1.976736459,0.327857009,2.916061902,2.727464061
302,22039,2,2,2,2.333333333,1.5,3.25,2.25,3.666666667,4.5,4.25,2.25,3.583333333,3.25,3.75,3.75,2.583333333,3.5,2.25,2,3.5,4.25,1.5,4.75,0.1771079258,0.5581395349,2.19372169,0.7476460058,0.06165876777,0.01777095427,-0.1445447344,0.9621447449,2729514.645,2615481.961,0.04902924227,0.9557789876,1064.387097,0.5316841216,4335.463594,0.873700123,330435648138,5.6901E+15,0.3886755937,0.9119779245,0.4492217304,12.15854481,8.86978398,5.78455719,6.10559653,1.976736459,0.327857009,2.916061902,2.727464061
22,29090,4,4,2,2.75,1.75,4,2.5,3.916666667,4.5,4.5,2.75,3.5,3,3.75,3.75,3.333333333,4,4.25,1.75,3.5,4.25,3.25,3,0.04352767833,0.5674814028,4.140306786,0.2926790701,0.07472,0.03317414196,0.03363558475,0.9611722233,155432.1778,176434.2355,0.1023657453,0.9579507257,1728.336057,0.5388827323,3734.719108,1.212303941,89503191860,1.09145E+15,0.3083477923,0.9076633521,0.4523243799,7.482458093,8.299045997,6.567376791,4.461702706,1.032907921,1.867800497,1.024548541,0.9681680848
140,29090,4,3,3,3.333333333,3.75,2.25,4,3.25,3.25,3.75,2.75,2.583333333,2.25,2.75,2.75,3.333333333,3.25,2.75,4,3.083333333,3.75,2.5,3,0.04352767833,0.5674814028,4.140306786,0.2926790701,0.07472,0.03317414196,0.03363558475,0.9611722233,155432.1778,176434.2355,0.1023657453,0.9579507257,1728.336057,0.5388827323,3734.719108,1.212303941,89503191860,1.09145E+15,0.3083477923,0.9076633521,0.4523243799,7.482458093,8.299045997,6.567376791,4.461702706,1.032907921,1.867800497,1.024548541,0.9681680848
146,29090,3,3,3,4.5,4.75,4.75,4,3.083333333,2.75,3.5,3,4.416666667,4.25,4.5,4.5,1.416666667,1.75,1,1.5,3.583333333,4.5,2.75,3.5,0.04352767833,0.5674814028,4.140306786,0.2926790701,0.07472,0.03317414196,0.03363558475,0.9611722233,155432.1778,176434.2355,0.1023657453,0.9579507257,1728.336057,0.5388827323,3734.719108,1.212303941,89503191860,1.09145E+15,0.3083477923,0.9076633521,0.4523243799,7.482458093,8.299045997,6.567376791,4.461702706,1.032907921,1.867800497,1.024548541,0.9681680848
262,29090,4,4,4,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.04352767833,0.5674814028,4.140306786,0.2926790701,0.07472,0.03317414196,0.03363558475,0.9611722233,155432.1778,176434.2355,0.1023657453,0.9579507257,1728.336057,0.5388827323,3734.719108,1.212303941,89503191860,1.09145E+15,0.3083477923,0.9076633521,0.4523243799,7.482458093,8.299045997,6.567376791,4.461702706,1.032907921,1.867800497,1.024548541,0.9681680848
182,21020,2,2,2,4.333333333,4,4.75,4.25,3.166666667,2.75,3,3.75,3.666666667,4,3.25,3.75,4,4.5,4,3.5,4.666666667,4,5,5,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
224,21020,2,2,1,2.333333333,2.25,2.25,2.5,3.5,3,4,3.5,3.75,4.5,3.25,3.5,3.333333333,4,3.5,2.5,4.333333333,4.5,4,4.5,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
228,21020,4,4,4,2.25,2.5,1.75,2.5,3.083333333,3.25,3.25,2.75,2.25,2.25,2.25,2.25,4.083333333,4,4.25,4,4.083333333,3.5,4.5,4.25,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
245,21020,3,1,1,2.833333333,2,3.5,3,3.916666667,3.5,5,3.25,3.416666667,3.75,2.25,4.25,3.333333333,3.25,4.25,2.5,3.333333333,3.5,3.75,2.75,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
255,21020,2,1,1,3.833333333,4.75,3.25,3.5,4,3.5,4,4.5,3.666666667,3.75,4.25,3,2.416666667,2.5,1.25,3.5,4.5,4.25,4.75,4.5,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
268,21020,2,2,2,3.75,4,3.75,3.5,4.083333333,4.25,4.5,3.5,2.833333333,2.5,2.25,3.75,3.416666667,3.25,3.25,3.75,4.25,4.25,4,4.5,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
272,21020,2,2,2,3.5,3.75,2.5,4.25,4,4,4.25,3.75,4.083333333,3.75,4.75,3.75,3.25,3.5,2.75,3.5,4.083333333,4.25,3.75,4.25,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
278,21020,4,4,2,2.5,2,2.5,3,3.666666667,4.25,3.5,3.25,2.333333333,2,2.25,2.75,4.583333333,5,4.25,4.5,4.5,4.75,4.5,4.25,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
309,21020,1,1,1,2.333333333,1.5,2.5,3,3.583333333,3.5,4.75,2.5,3,3,2.75,3.25,3.833333333,3.5,3.75,4.25,4.833333333,5,4.5,5,0.10177396,0.5448358687,1.167961862,0.2803454759,0.05496644295,0.014592714,0.05373744754,0.9695445117,941578.466,873032.1738,0.1684340029,0.9661172304,938.3179564,0.4394733798,3620.130194,0.7683913541,543241500289,1.08905E+16,0.2829756621,0.880964831,0.4198142876,9.072403926,8.8406328,5.605346367,4.774331062,1.927121846,2.32490201,1.926722131,2.248653665
16,20036,4,4,2,3,2.75,3.25,3,3.333333333,3.5,3.5,3,2.833333333,2.25,2.75,3.5,3.333333333,3.25,3.75,3,2.833333333,2.75,2.5,3.25,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
60,20036,4,4,3,1.583333333,1.75,1.5,1.5,3.833333333,3.75,4.25,3.5,3.416666667,3,3,4.25,4.583333333,5,4,4.75,3.333333333,3.5,4.75,1.75,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
107,20036,4,4,4,2.166666667,1.5,1.5,3.5,3.083333333,3.75,3.5,2,2.166666667,1.5,2.25,2.75,4.416666667,5,3.75,4.5,3.833333333,4.25,2.75,4.5,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
109,20036,2,2,2,2.666666667,2.75,2.25,3,3.5,3,4.5,3,2.666666667,2.5,2.5,3,3.083333333,3.25,3,3,3.583333333,3.75,3,4,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
129,20036,3,4,4,3.333333333,2.75,3.5,3.75,3.583333333,3.75,3.25,3.75,3.5,3.25,3.75,3.5,2.666666667,2.5,2.5,3,3.75,4.25,3.5,3.5,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
182,20036,4,4,3,4.333333333,4,4.75,4.25,3.166666667,2.75,3,3.75,3.666666667,4,3.25,3.75,4,4.5,4,3.5,4.666666667,4,5,5,0.1260423417,0.4868421053,3.600363256,0.265651786,0.05968333333,0.02105085001,0.01804083029,0.969302009,990525.7572,779382.0697,-0.04332614088,0.9642330176,2372.895715,0.6422080203,5369.978673,0.4717903546,2072318284450,7.02443E+16,0.5200554901,0.9495227536,0.4888820005,12.18114407,7.219870864,7.627972449,4.542768538,0.5760722147,-0.8808644673,3.379435032,3.425592886
